gene_id	tx_id(s)[RSEM]	tx_id(s)[tranquant]	tx_id_agreement	length[RSEM]	length[tranquant]	TPM[RSEM]	TPM[tranquant]	tpm_equality	tpm_difference
ENSMUSG00000071359	ENSMUST00000095794,ENSMUST00000127698,ENSMUST00000138022,ENSMUST00000141569	ENSMUST00000127698,ENSMUST00000095794,ENSMUST00000141569,ENSMUST00000138022	True	1430.07	28060	23.25	2.995618627602025	False	20.254381372397976
ENSMUSG00000075705	ENSMUST00000101800,ENSMUST00000115262	ENSMUST00000115262,ENSMUST00000101800	True	1005.57	6137	0.92	0.32101797507884866	False	0.5989820249211514
ENSMUSG00000027884	ENSMUST00000029483,ENSMUST00000106609,ENSMUST00000106613,ENSMUST00000124384,ENSMUST00000125274,ENSMUST00000130352,ENSMUST00000139016,ENSMUST00000156811	ENSMUST00000106609,ENSMUST00000125274,ENSMUST00000130352,ENSMUST00000029483,ENSMUST00000106613,ENSMUST00000139016,ENSMUST00000156811	False	1824.57	24928	6.90	1.812446608077288	False	5.087553391922713
ENSMUSG00000039891	ENSMUST00000037964,ENSMUST00000175676	ENSMUST00000037964	False	4422.00	49440	0.03	0.0026565362905324897	False	0.02734346370946751
ENSMUSG00000078894	ENSMUST00000099009,ENSMUST00000135430,ENSMUST00000136719,ENSMUST00000166464	ENSMUST00000099009,ENSMUST00000136719,ENSMUST00000135430,ENSMUST00000166464	True	1014.61	13760	12.45	7.0537525404579595	False	5.39624745954204
ENSMUSG00000079502	ENSMUST00000113843,ENSMUST00000157048	ENSMUST00000157048,ENSMUST00000113843	True	1037.00	128118	0.55	0.006150852536127303	False	0.5438491474638727
ENSMUSG00000085498	ENSMUST00000144178	ENSMUST00000144178	True	1781.00	10462	0.19	0.03766177237734456	False	0.15233822762265545
ENSMUSG00000022241	ENSMUST00000022849	ENSMUST00000022849	True	2636.00	17365	5.93	1.0588817499884644	False	4.871118250011535
ENSMUSG00000090907	ENSMUST00000163690	ENSMUST00000163690	True	923.00	12208	0.63	0.053792248609078594	False	0.5762077513909214
ENSMUSG00000024056	ENSMUST00000024851	ENSMUST00000024851	True	2201.00	30758	0.56	0.059781135277162625	False	0.5002188647228374
ENSMUSG00000022136	ENSMUST00000022734	ENSMUST00000022734	True	5190.00	43722	6.75	0.952255429363813	False	5.797744570636187
ENSMUSG00000006288	ENSMUST00000006451	ENSMUST00000006451	True	1841.00	20105	3.97	0.42462298051505637	False	3.5453770194849437
ENSMUSG00000039716	ENSMUST00000044532,ENSMUST00000165075,ENSMUST00000165182,ENSMUST00000165562,ENSMUST00000166152,ENSMUST00000166759,ENSMUST00000167053,ENSMUST00000168759,ENSMUST00000169164,ENSMUST00000170193,ENSMUST00000171095	ENSMUST00000044532,ENSMUST00000171095,ENSMUST00000166152,ENSMUST00000165562,ENSMUST00000166759,ENSMUST00000168759,ENSMUST00000165075,ENSMUST00000170193,ENSMUST00000167053,ENSMUST00000169164,ENSMUST00000165182	True	7338.44	339085	16.39	0.7239272725338431	False	15.666072727466158
ENSMUSG00000040220	ENSMUST00000093043	ENSMUST00000093043	True	1679.00	17817	5.04	0.5528672933319004	False	4.4871327066681
ENSMUSG00000063830	ENSMUST00000081336	ENSMUST00000081336	True	492.00	492	0.87	207.6867113224688	False	206.8167113224688
ENSMUSG00000043190	ENSMUST00000050997,ENSMUST00000167271,ENSMUST00000179078	ENSMUST00000050997,ENSMUST00000179078,ENSMUST00000167271	True	2155.88	17185	3.59	1.5514604773579888	False	2.038539522642011
ENSMUSG00000033278	ENSMUST00000037974	ENSMUST00000037974	True	5569.00	687511	8.25	0.07947085668277794	False	8.170529143317221
ENSMUSG00000022744	ENSMUST00000023426,ENSMUST00000159829,ENSMUST00000159944,ENSMUST00000162057,ENSMUST00000162191,ENSMUST00000162249	ENSMUST00000023426,ENSMUST00000162057,ENSMUST00000159944,ENSMUST00000159829,ENSMUST00000162191,ENSMUST00000162249	True	2147.00	6342	9.60	6.502758502055007	False	3.0972414979449923
ENSMUSG00000028245	ENSMUST00000029910,ENSMUST00000124344,ENSMUST00000124656,ENSMUST00000143566,ENSMUST00000143704,ENSMUST00000143983,ENSMUST00000145399,ENSMUST00000149015,ENSMUST00000156078,ENSMUST00000156283,ENSMUST00000156715	ENSMUST00000029910,ENSMUST00000143704,ENSMUST00000149015,ENSMUST00000156715,ENSMUST00000143566,ENSMUST00000156078,ENSMUST00000143983,ENSMUST00000156283,ENSMUST00000145399,ENSMUST00000124344,ENSMUST00000124656	True	1284.18	58065	15.00	1.3187070851784901	False	13.68129291482151
ENSMUSG00000043531	ENSMUST00000072685,ENSMUST00000111756,ENSMUST00000164039,ENSMUST00000168357	ENSMUST00000168357,ENSMUST00000164039,ENSMUST00000111756,ENSMUST00000072685	True	6691.89	535348	10.52	0.33439046597718036	False	10.18560953402282
ENSMUSG00000028370	ENSMUST00000084501	ENSMUST00000084501	True	11027.00	233336	0.15	0.008443134848711275	False	0.1415568651512887
ENSMUSG00000034755	ENSMUST00000050239,ENSMUST00000113358,ENSMUST00000113364,ENSMUST00000155223	ENSMUST00000113364,ENSMUST00000113358,ENSMUST00000155223,ENSMUST00000050239	True	4425.21	620361	13.59	0.32963881207154094	False	13.260361187928458
ENSMUSG00000001943	ENSMUST00000002008	ENSMUST00000002008	True	1170.00	4951	8.89	2.4140301015062193	False	6.475969898493782
ENSMUSG00000031376	ENSMUST00000033744,ENSMUST00000088429,ENSMUST00000114479	ENSMUST00000033744,ENSMUST00000088429,ENSMUST00000114479	True	4570.71	67920	15.40	2.9702140880039867	False	12.429785911996014
ENSMUSG00000036052	ENSMUST00000037872,ENSMUST00000084662,ENSMUST00000098112,ENSMUST00000107973,ENSMUST00000123501,ENSMUST00000142332,ENSMUST00000153807	ENSMUST00000037872,ENSMUST00000098112,ENSMUST00000123501,ENSMUST00000142332,ENSMUST00000084662,ENSMUST00000153807,ENSMUST00000107973	True	2092.33	9612	47.64	52.96198103354331	False	5.3219810335433095
ENSMUSG00000047379	ENSMUST00000053705	ENSMUST00000053705	True	2035.00	2306	3.86	3.986878054759254	False	0.12687805475925407
ENSMUSG00000078656	ENSMUST00000007533,ENSMUST00000042477,ENSMUST00000100414,ENSMUST00000107280,ENSMUST00000121331,ENSMUST00000123529,ENSMUST00000144306	ENSMUST00000007533,ENSMUST00000042477,ENSMUST00000100414,ENSMUST00000144306,ENSMUST00000107280,ENSMUST00000121331,ENSMUST00000123529	True	955.84	5843	19.56	15.712145950461144	False	3.8478540495388547
ENSMUSG00000090223	ENSMUST00000061739	ENSMUST00000061739	True	641.00	58188	60.48	0.7380886681907591	False	59.741911331809234
ENSMUSG00000028262	ENSMUST00000029929,ENSMUST00000159643	ENSMUST00000029929	False	3654.00	22936	0.07	0.03435799290301524	False	0.035642007096984764
ENSMUSG00000030546	ENSMUST00000032762,ENSMUST00000178257	ENSMUST00000178257,ENSMUST00000032762	True	1860.00	12686	0.12	0.04141231411128055	False	0.07858768588871945
ENSMUSG00000031559	ENSMUST00000033963,ENSMUST00000126285,ENSMUST00000143556,ENSMUST00000163925	ENSMUST00000126285	False	3604.00	178109	0.55	0.01327335943534955	False	0.5367266405646505
ENSMUSG00000043241	ENSMUST00000060092,ENSMUST00000128200,ENSMUST00000144901	ENSMUST00000060092,ENSMUST00000128200,ENSMUST00000144901	True	4293.54	105235	4.15	0.28954895020963456	False	3.860451049790366
ENSMUSG00000056069	ENSMUST00000100739	ENSMUST00000100739	True	2830.00	26511	0.94	0.1188993135262431	False	0.8211006864737569
ENSMUSG00000079507	ENSMUST00000073208,ENSMUST00000105041,ENSMUST00000172994	ENSMUST00000172994,ENSMUST00000105041,ENSMUST00000073208	True	1954.00	4695	0.23	0.3356911289557221	False	0.10569112895572211
ENSMUSG00000026655	ENSMUST00000027965,ENSMUST00000115052,ENSMUST00000115053,ENSMUST00000115054,ENSMUST00000115055,ENSMUST00000176254,ENSMUST00000177037,ENSMUST00000177125	ENSMUST00000115052,ENSMUST00000115055,ENSMUST00000115054,ENSMUST00000027965,ENSMUST00000115053,ENSMUST00000177125,ENSMUST00000177037,ENSMUST00000176254	True	1349.64	211655	19.20	0.40955253490156784	False	18.79044746509843
ENSMUSG00000031432	ENSMUST00000033809,ENSMUST00000155235	ENSMUST00000155235,ENSMUST00000033809	True	1965.00	19528	6.17	0.8608875326762886	False	5.309112467323711
ENSMUSG00000070330	ENSMUST00000093905	ENSMUST00000093905	True	1820.00	4792	0.06	0.027408003798816003	False	0.032591996201184
ENSMUSG00000024036	ENSMUST00000165149,ENSMUST00000171233	ENSMUST00000171233,ENSMUST00000165149	True	2929.00	63948	0.61	0.06572297702079252	False	0.5442770229792074
ENSMUSG00000025780	ENSMUST00000026886	ENSMUST00000026886	True	7900.00	102959	2.76	0.2525777497098593	False	2.5074222502901407
ENSMUSG00000028688	ENSMUST00000030451,ENSMUST00000106455,ENSMUST00000134612,ENSMUST00000145468,ENSMUST00000146246,ENSMUST00000149895,ENSMUST00000154195,ENSMUST00000154945	ENSMUST00000106455,ENSMUST00000030451,ENSMUST00000154945,ENSMUST00000154195,ENSMUST00000145468,ENSMUST00000134612,ENSMUST00000149895,ENSMUST00000146246	True	1426.94	13331	3.04	1.192111443903314	False	1.847888556096686
ENSMUSG00000019461	ENSMUST00000019605,ENSMUST00000108632,ENSMUST00000108633,ENSMUST00000152566	ENSMUST00000108632,ENSMUST00000152566,ENSMUST00000108633,ENSMUST00000019605	True	1888.31	5683	4.11	4.922618308188685	False	0.8126183081886849
ENSMUSG00000025155	ENSMUST00000026151,ENSMUST00000106133,ENSMUST00000106135,ENSMUST00000125156,ENSMUST00000129955,ENSMUST00000142418,ENSMUST00000143139,ENSMUST00000146008,ENSMUST00000167023	ENSMUST00000106135,ENSMUST00000142418,ENSMUST00000026151,ENSMUST00000125156,ENSMUST00000146008,ENSMUST00000106133,ENSMUST00000129955,ENSMUST00000167023	False	1185.07	7203	3.57	3.318579212149741	False	0.2514207878502588
ENSMUSG00000031165	ENSMUST00000033505,ENSMUST00000146029	ENSMUST00000033505	False	2114.00	9046	0.05	0.014519030975450618	False	0.035480969024549384
ENSMUSG00000059842	ENSMUST00000081926,ENSMUST00000109702,ENSMUST00000126421	ENSMUST00000081926,ENSMUST00000126421,ENSMUST00000109702	True	3084.84	33525	5.16	1.657165167136788	False	3.502834832863212
ENSMUSG00000001366	ENSMUST00000001402,ENSMUST00000085311,ENSMUST00000159099,ENSMUST00000159453,ENSMUST00000162310,ENSMUST00000162451,ENSMUST00000162625	ENSMUST00000085311,ENSMUST00000001402,ENSMUST00000159453,ENSMUST00000162451,ENSMUST00000162310,ENSMUST00000159099,ENSMUST00000162625	True	1663.78	27567	27.80	5.717233831926272	False	22.08276616807373
ENSMUSG00000031360	ENSMUST00000033727,ENSMUST00000101095,ENSMUST00000112300,ENSMUST00000112301,ENSMUST00000112302,ENSMUST00000112303,ENSMUST00000123089,ENSMUST00000126956,ENSMUST00000135094,ENSMUST00000142927,ENSMUST00000148199,ENSMUST00000148949,ENSMUST00000151424	ENSMUST00000112301,ENSMUST00000112303,ENSMUST00000101095,ENSMUST00000033727,ENSMUST00000148199,ENSMUST00000112302,ENSMUST00000151424,ENSMUST00000123089,ENSMUST00000148949,ENSMUST00000126956,ENSMUST00000135094,ENSMUST00000142927,ENSMUST00000112300	True	1095.15	131271	42.08	1.9440087804483	False	40.1359912195517
ENSMUSG00000041219	ENSMUST00000102545,ENSMUST00000110947,ENSMUST00000110948,ENSMUST00000110949	ENSMUST00000102545,ENSMUST00000110948,ENSMUST00000110947,ENSMUST00000110949	True	3445.09	17170	2.22	2.1800616743225967	False	0.03993832567740352
ENSMUSG00000084020	ENSMUST00000117937	ENSMUST00000117937	True	1217.00	1217	0.05	8.74155422392607	False	8.691554223926069
ENSMUSG00000021614	ENSMUST00000109543,ENSMUST00000109544,ENSMUST00000109546,ENSMUST00000159285,ENSMUST00000159337,ENSMUST00000159910,ENSMUST00000160029,ENSMUST00000160740,ENSMUST00000162715	ENSMUST00000159910,ENSMUST00000159337,ENSMUST00000160029,ENSMUST00000109546,ENSMUST00000109543,ENSMUST00000109544,ENSMUST00000162715,ENSMUST00000160740,ENSMUST00000159285	True	9731.29	87198	43.34	13.937030595299548	False	29.402969404700457
ENSMUSG00000028312	ENSMUST00000102915,ENSMUST00000117280,ENSMUST00000131163,ENSMUST00000142227,ENSMUST00000146787	ENSMUST00000102915,ENSMUST00000117280,ENSMUST00000131163,ENSMUST00000146787,ENSMUST00000142227	True	1358.31	49018	20.49	2.0899371716321045	False	18.400062828367894
ENSMUSG00000045273	ENSMUST00000075550,ENSMUST00000136694	ENSMUST00000075550	False	1251.00	16226	0.27	0.024283092728446865	False	0.24571690727155315
ENSMUSG00000008136	ENSMUST00000008280	ENSMUST00000008280	True	1563.00	73911	6.65	0.16348313764881028	False	6.48651686235119
ENSMUSG00000026273	ENSMUST00000027492,ENSMUST00000112942,ENSMUST00000112944,ENSMUST00000136754,ENSMUST00000152307	ENSMUST00000112944,ENSMUST00000027492,ENSMUST00000136754,ENSMUST00000112942,ENSMUST00000152307	True	2052.56	6705	3.98	3.996001112244737	False	0.016001112244737214
ENSMUSG00000051065	ENSMUST00000100023	ENSMUST00000100023	True	3080.00	103498	4.26	0.14974221913528088	False	4.1102577808647185
ENSMUSG00000020614	ENSMUST00000020938,ENSMUST00000144972,ENSMUST00000146408,ENSMUST00000155559	ENSMUST00000155559,ENSMUST00000020938,ENSMUST00000146408,ENSMUST00000144972	True	2615.11	52531	2.65	0.3725330562217551	False	2.277466943778245
ENSMUSG00000011114	ENSMUST00000117654,ENSMUST00000126062,ENSMUST00000134711,ENSMUST00000142736	ENSMUST00000117654,ENSMUST00000142736,ENSMUST00000134711,ENSMUST00000126062	True	1575.71	8550	8.25	4.30116528387127	False	3.9488347161287303
ENSMUSG00000076617	ENSMUST00000103426,ENSMUST00000177715	ENSMUST00000177715,ENSMUST00000103426	True	1367.00	4173	4.74	3.5879855210274614	False	1.1520144789725388
ENSMUSG00000030272	ENSMUST00000032409,ENSMUST00000149497,ENSMUST00000153067,ENSMUST00000155543,ENSMUST00000156512,ENSMUST00000156853	ENSMUST00000032409,ENSMUST00000153067,ENSMUST00000149497,ENSMUST00000156512,ENSMUST00000155543,ENSMUST00000156853	True	1582.72	9861	8.64	3.3963578056993406	False	5.24364219430066
ENSMUSG00000052459	ENSMUST00000063661,ENSMUST00000114666,ENSMUST00000124102,ENSMUST00000130036,ENSMUST00000137557,ENSMUST00000147025	ENSMUST00000114666,ENSMUST00000063661,ENSMUST00000130036,ENSMUST00000137557,ENSMUST00000124102,ENSMUST00000147025	True	1888.19	54304	79.48	9.804967058461939	False	69.67503294153806
ENSMUSG00000000305	ENSMUST00000000314,ENSMUST00000108911,ENSMUST00000124708,ENSMUST00000129659,ENSMUST00000136411	ENSMUST00000000314,ENSMUST00000108911,ENSMUST00000124708,ENSMUST00000136411,ENSMUST00000129659	True	4281.18	456943	12.39	0.1802186480280074	False	12.209781351971992
ENSMUSG00000074925	ENSMUST00000099560	ENSMUST00000099560,ENSMUST00000067077	False	2064.00	44240	2.93	0.37406721134029636	False	2.5559327886597036
ENSMUSG00000097638	ENSMUST00000181515	ENSMUST00000181515	True	2574.00	2574	0.13	0.1530759373006134	False	0.023075937300613386
ENSMUSG00000027540	ENSMUST00000029053,ENSMUST00000124039,ENSMUST00000126839,ENSMUST00000142717,ENSMUST00000144249,ENSMUST00000147210,ENSMUST00000151705	ENSMUST00000029053,ENSMUST00000126839,ENSMUST00000124039,ENSMUST00000144249,ENSMUST00000142717,ENSMUST00000147210,ENSMUST00000151705	True	3848.19	47329	11.76	2.292170579823007	False	9.467829420176994
ENSMUSG00000062867	ENSMUST00000081111	ENSMUST00000081111	True	1545.00	5299	2.61	1.1649255043563946	False	1.4450744956436052
ENSMUSG00000029622	ENSMUST00000085679,ENSMUST00000126343,ENSMUST00000128229,ENSMUST00000129033,ENSMUST00000136074,ENSMUST00000138235,ENSMUST00000138900,ENSMUST00000138922,ENSMUST00000141602,ENSMUST00000144375	ENSMUST00000085679,ENSMUST00000129033,ENSMUST00000126343,ENSMUST00000136074,ENSMUST00000138235,ENSMUST00000138900,ENSMUST00000128229,ENSMUST00000138922,ENSMUST00000144375	False	805.68	16491	54.89	8.458079059157706	False	46.431920940842296
ENSMUSG00000078546	ENSMUST00000106026	ENSMUST00000106026	True	1744.00	30357	2.05	0.2639156835800475	False	1.7860843164199522
ENSMUSG00000000278	ENSMUST00000000287	ENSMUST00000000287	True	2097.00	31446	5.72	0.44690229281371596	False	5.273097707186284
ENSMUSG00000031029	ENSMUST00000033342,ENSMUST00000147369,ENSMUST00000153596	ENSMUST00000033342,ENSMUST00000153596,ENSMUST00000147369	True	1538.75	8535	20.36	6.293815356696643	False	14.066184643303355
ENSMUSG00000039068	ENSMUST00000089982,ENSMUST00000106100,ENSMUST00000106101,ENSMUST00000106103,ENSMUST00000135044,ENSMUST00000138115,ENSMUST00000150802	ENSMUST00000106103,ENSMUST00000138115,ENSMUST00000106100,ENSMUST00000150802,ENSMUST00000089982,ENSMUST00000135044,ENSMUST00000106101	True	4790.50	67354	11.44	3.5938186477096554	False	7.846181352290344
ENSMUSG00000035891	ENSMUST00000044332,ENSMUST00000150767,ENSMUST00000156546	ENSMUST00000044332,ENSMUST00000156546,ENSMUST00000150767	True	3896.00	47014	2.76	0.6760555433987782	False	2.0839444566012215
ENSMUSG00000021189	ENSMUST00000021606,ENSMUST00000159883,ENSMUST00000160186,ENSMUST00000160251,ENSMUST00000161011	ENSMUST00000021606,ENSMUST00000160186,ENSMUST00000160251,ENSMUST00000161011,ENSMUST00000159883	True	2135.50	39346	5.62	0.6843014947340236	False	4.935698505265977
ENSMUSG00000052544	ENSMUST00000064460	ENSMUST00000064460	True	918.00	526909	6.17	0.012213908959597173	False	6.1577860910404025
ENSMUSG00000000959	ENSMUST00000000985	ENSMUST00000000985	True	2534.00	8840	10.61	3.5806262627993477	False	7.029373737200652
ENSMUSG00000036002	ENSMUST00000036462,ENSMUST00000107956,ENSMUST00000107957,ENSMUST00000107958,ENSMUST00000107959,ENSMUST00000124155,ENSMUST00000135067,ENSMUST00000140998,ENSMUST00000144999,ENSMUST00000152846	ENSMUST00000107958,ENSMUST00000107959,ENSMUST00000107956,ENSMUST00000107957,ENSMUST00000036462,ENSMUST00000135067,ENSMUST00000152846	False	3060.00	13807	4.95	7.743178932570145	False	2.793178932570145
ENSMUSG00000053693	ENSMUST00000109741,ENSMUST00000119820,ENSMUST00000128356,ENSMUST00000130923,ENSMUST00000138221,ENSMUST00000153000	ENSMUST00000109741,ENSMUST00000153000,ENSMUST00000119820,ENSMUST00000138221,ENSMUST00000130923,ENSMUST00000128356	True	4722.46	25457	19.16	10.14309530443175	False	9.01690469556825
ENSMUSG00000034563	ENSMUST00000037977,ENSMUST00000085350,ENSMUST00000124008,ENSMUST00000131924,ENSMUST00000138466,ENSMUST00000140675,ENSMUST00000149551,ENSMUST00000150826,ENSMUST00000156879,ENSMUST00000183672	ENSMUST00000037977,ENSMUST00000156879,ENSMUST00000150826,ENSMUST00000183672,ENSMUST00000085350,ENSMUST00000140675,ENSMUST00000149551,ENSMUST00000124008,ENSMUST00000131924,ENSMUST00000138466	True	2711.98	30912	20.47	10.79197242747065	False	9.678027572529349
ENSMUSG00000056342	ENSMUST00000070402,ENSMUST00000101465,ENSMUST00000125701,ENSMUST00000129368,ENSMUST00000129521,ENSMUST00000130131,ENSMUST00000137823,ENSMUST00000148927,ENSMUST00000155984,ENSMUST00000180046	ENSMUST00000137823,ENSMUST00000125701,ENSMUST00000129368,ENSMUST00000148927,ENSMUST00000129521,ENSMUST00000130131,ENSMUST00000155984,ENSMUST00000180046	False	6940.39	183666	43.52	4.500110512589745	False	39.01988948741026
ENSMUSG00000035569	ENSMUST00000098333,ENSMUST00000098334,ENSMUST00000172906,ENSMUST00000174833	ENSMUST00000172906,ENSMUST00000098334,ENSMUST00000098333,ENSMUST00000174833	True	7951.82	158456	16.71	2.8438471125970057	False	13.866152887402995
ENSMUSG00000004558	ENSMUST00000004673,ENSMUST00000111632	ENSMUST00000004673,ENSMUST00000111632	True	2115.00	8888	137.33	76.57510093212714	False	60.75489906787287
ENSMUSG00000025226	ENSMUST00000026256,ENSMUST00000177667	ENSMUST00000026256,ENSMUST00000177667	True	1243.00	2263	1.28	3.48225773408554	False	2.2022577340855403
ENSMUSG00000038489	ENSMUST00000043870	ENSMUST00000043870	True	1650.00	3273	1.81	1.7656348258395222	False	0.044365174160477805
ENSMUSG00000030327	ENSMUST00000032477	ENSMUST00000032477	True	2386.00	14468	9.00	1.7429580873067354	False	7.257041912693264
ENSMUSG00000046215	ENSMUST00000057870	ENSMUST00000057870	True	1072.00	1010	1.61	1.950581498078113	False	0.340581498078113
ENSMUSG00000085272	ENSMUST00000133272,ENSMUST00000144863	ENSMUST00000144863,ENSMUST00000133272	True	3152.00	5909	0.46	0.3778584568398624	False	0.08214154316013761
ENSMUSG00000042742	ENSMUST00000045235	ENSMUST00000045235	True	4139.00	52294	13.47	1.2633111746008132	False	12.206688825399187
ENSMUSG00000042439	ENSMUST00000049016,ENSMUST00000169679,ENSMUST00000182140,ENSMUST00000182319,ENSMUST00000182478,ENSMUST00000182655,ENSMUST00000182684,ENSMUST00000182852,ENSMUST00000182973,ENSMUST00000182979,ENSMUST00000183157,ENSMUST00000183184,ENSMUST00000183236,ENSMUST00000183303,ENSMUST00000183319,ENSMUST00000183326	ENSMUST00000049016,ENSMUST00000183236,ENSMUST00000182852,ENSMUST00000182319,ENSMUST00000182140,ENSMUST00000182979,ENSMUST00000182684,ENSMUST00000183319,ENSMUST00000182478,ENSMUST00000183326,ENSMUST00000182655,ENSMUST00000182973,ENSMUST00000183184,ENSMUST00000183303,ENSMUST00000169679	False	3368.24	109532	22.80	3.8478923587663827	False	18.952107641233617
ENSMUSG00000038567	ENSMUST00000038824	ENSMUST00000038824	True	3560.00	14438	0.09	0.027290307702713592	False	0.0627096922972864
ENSMUSG00000038301	ENSMUST00000049152,ENSMUST00000114439,ENSMUST00000137212,ENSMUST00000140560,ENSMUST00000149024,ENSMUST00000155724,ENSMUST00000179365	ENSMUST00000049152,ENSMUST00000155724,ENSMUST00000140560,ENSMUST00000137212,ENSMUST00000114439,ENSMUST00000149024,ENSMUST00000179365	True	2428.34	66779	29.68	3.361215569782567	False	26.318784430217434
ENSMUSG00000027340	ENSMUST00000028815,ENSMUST00000127724,ENSMUST00000128899,ENSMUST00000133407,ENSMUST00000137910,ENSMUST00000148749,ENSMUST00000154009	ENSMUST00000028815,ENSMUST00000148749,ENSMUST00000137910,ENSMUST00000127724,ENSMUST00000133407,ENSMUST00000128899	False	5086.85	92613	7.52	0.5800234747757426	False	6.939976525224257
ENSMUSG00000029655	ENSMUST00000118316,ENSMUST00000141857,ENSMUST00000144378,ENSMUST00000145822,ENSMUST00000156180,ENSMUST00000164332	ENSMUST00000164332,ENSMUST00000118316,ENSMUST00000156180,ENSMUST00000145822,ENSMUST00000144378,ENSMUST00000141857	True	2438.96	58177	18.28	1.6796385294484273	False	16.600361470551572
ENSMUSG00000032604	ENSMUST00000006838,ENSMUST00000123316,ENSMUST00000131005,ENSMUST00000134939,ENSMUST00000136293,ENSMUST00000137655,ENSMUST00000137980,ENSMUST00000141201,ENSMUST00000141780,ENSMUST00000141903,ENSMUST00000144253,ENSMUST00000154311,ENSMUST00000154324	ENSMUST00000006838,ENSMUST00000141201,ENSMUST00000144253,ENSMUST00000154324,ENSMUST00000134939,ENSMUST00000137980,ENSMUST00000131005,ENSMUST00000141903,ENSMUST00000154311,ENSMUST00000141780,ENSMUST00000137655,ENSMUST00000136293	False	1700.90	8236	5.50	3.619959689690537	False	1.8800403103094632
ENSMUSG00000037020	ENSMUST00000108190,ENSMUST00000132483,ENSMUST00000133347,ENSMUST00000134570,ENSMUST00000145027,ENSMUST00000152234,ENSMUST00000152543	ENSMUST00000134570,ENSMUST00000145027,ENSMUST00000108190,ENSMUST00000152543,ENSMUST00000132483	False	1945.83	40282	1.10	0.2021505277951301	False	0.89784947220487
ENSMUSG00000093629	ENSMUST00000177043	ENSMUST00000177043	True	1133.00	1855	0.71	0.4956194498261369	False	0.21438055017386304
ENSMUSG00000094103	ENSMUST00000177978	ENSMUST00000177978	True	830.00	17577	19.28	1.6737765569596337	False	17.606223443040367
ENSMUSG00000046982	ENSMUST00000060303,ENSMUST00000175783	ENSMUST00000060303,ENSMUST00000175783	True	5008.32	76080	9.74	1.4501168445228454	False	8.289883155477154
ENSMUSG00000097945	ENSMUST00000183270	ENSMUST00000183270	True	667.00	667	0.18	0.19691027616780551	False	0.01691027616780552
ENSMUSG00000038540	ENSMUST00000039317,ENSMUST00000163297,ENSMUST00000164944,ENSMUST00000165388,ENSMUST00000171397	ENSMUST00000163297,ENSMUST00000165388,ENSMUST00000039317,ENSMUST00000164944	False	5154.58	40688	0.56	0.12589036113726712	False	0.4341096388627329
ENSMUSG00000074264	ENSMUST00000067980,ENSMUST00000106540,ENSMUST00000142505,ENSMUST00000172885,ENSMUST00000174147	ENSMUST00000067980,ENSMUST00000106540,ENSMUST00000172885,ENSMUST00000142505,ENSMUST00000174147	True	1086.51	50990	7.78	0.6619761253267121	False	7.1180238746732885
ENSMUSG00000035161	ENSMUST00000053959	ENSMUST00000053959	True	4993.00	84840	5.87	0.41024134681801583	False	5.459758653181984
ENSMUSG00000034837	ENSMUST00000010205	ENSMUST00000010205	True	2205.00	5239	0.41	0.2005560667362875	False	0.20944393326371247
ENSMUSG00000022040	ENSMUST00000070515	ENSMUST00000070515	True	2035.00	40127	0.11	0.0065461736089877775	False	0.10345382639101222
ENSMUSG00000097705	ENSMUST00000180456,ENSMUST00000181532	ENSMUST00000181532	False	1531.00	116617	0.07	0.0011262436368962181	False	0.06887375636310379
ENSMUSG00000008958	ENSMUST00000009102,ENSMUST00000125548,ENSMUST00000136076,ENSMUST00000139296,ENSMUST00000152333	ENSMUST00000009102,ENSMUST00000125548,ENSMUST00000139296,ENSMUST00000152333	False	1478.50	12030	3.60	0.8952461051306696	False	2.7047538948693304
ENSMUSG00000004044	ENSMUST00000060792,ENSMUST00000132934	ENSMUST00000060792	False	3491.00	14155	0.92	0.26908057025177406	False	0.6509194297482259
ENSMUSG00000034438	ENSMUST00000031235,ENSMUST00000112718	ENSMUST00000112718,ENSMUST00000031235	True	2459.00	125391	0.10	0.0041897474046439145	False	0.0958102525953561
ENSMUSG00000040310	ENSMUST00000042078,ENSMUST00000111254	ENSMUST00000042078,ENSMUST00000111254	True	5253.00	38956	0.55	0.17531666543290292	False	0.3746833345670971
ENSMUSG00000033557	ENSMUST00000086153,ENSMUST00000122424,ENSMUST00000147931	ENSMUST00000122424,ENSMUST00000086153,ENSMUST00000147931	True	4429.79	40555	5.47	1.3731426798783073	False	4.096857320121693
ENSMUSG00000041552	ENSMUST00000038665,ENSMUST00000141356,ENSMUST00000170236	ENSMUST00000038665,ENSMUST00000170236,ENSMUST00000141356	True	2421.65	50360	8.68	0.8632498022537649	False	7.816750197746234
ENSMUSG00000031129	ENSMUST00000033463,ENSMUST00000162329,ENSMUST00000162870	ENSMUST00000033463,ENSMUST00000162870,ENSMUST00000162329	True	2824.14	560537	3.31	0.02225940419521458	False	3.2877405958047854
ENSMUSG00000016984	ENSMUST00000076661	ENSMUST00000076661	True	4185.00	15120	4.10	1.3464000596301966	False	2.753599940369803
ENSMUSG00000038619	ENSMUST00000037983,ENSMUST00000058230	ENSMUST00000058230,ENSMUST00000037983	True	1387.62	7110	18.64	4.67353108489358	False	13.966468915106422
